Index,Field Name,Cleancode 15 char,Cleancode 15 char,Location,Company name,Code,Founded,Status,Similarity,Company founded,Logging harvester company,CTL,Priority,Canadian logging jobs,Comments,CA logging job posts,MAPS,YP,SAFE,CERTIFICATION,Size,Top Logging contractor,Capacity,CTL,Area of operation,Owner,Type of operation 1,Type of operation 2,Address,City,Province,Postal code,Fone,WEBSITE LINK,Point based on name,Google Maps,WEBSITE
71,Hoobanoff Logging Ltd,Hoobanoff Loggi,HOOBANOFFLOGGI,BC,HOOBANOFF LOGGING LIMITED,BC-0386507,1990-05-01 0:00,Active,0.8606,,Harvester company,,,,,,Maps,,SAFE,SEBASE,6-19 employed,,,,,,,,4746 Beatty,Canal Flats,BC,V0B 1B0,250-349-5415,,,https://www.google.com/maps/place/Hoobanoff+Logging+Ltd/data=!4m5!3m4!1s0x537aeb1faa807da3:0x7a11639ea3eca27b!8m2!3d50.1586186!4d-115.8265507?authuser=0&hl=en&rclk=1,
72,C P S Investments Inc,C P S Investmen,CPSINVESTMEN,BC,C.P.S. INVESTMENTS INC.,BC-0253985,1982-08-16 0:00,Inactive,1.0000,,,,,,,,,,,,,,,,,,,,4399 Bird Ck,Blewett,BC,,250-352-5100,,,0,
73,Sunshine Logging Ltd,Sunshine Loggin,SUNSHINELOGGIN,BC,SUNSHINE LOGGING (2004) LTD.,BC-0385424,1990-04-10 0:00,Active,0.9158,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,,,,,,,,424 Front St,Kaslo,BC,V0G 1M0,250-353-7154,,,https://www.google.com/maps/place/Sunshine+Logging+Ltd/data=!4m5!3m4!1s0x537b691f1e90d4a7:0x64cbd81eefb899b2!8m2!3d49.9123271!4d-116.9049659?authuser=0&hl=en&rclk=1,
74,Four Leaf Logging Ltd,Four Leaf Loggi,FOURLEAFLOGGI,BC,FOUR LEAF LOGGING LTD.,BC-0242794,1981-09-23 0:00,Active,1.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,2-905 Edgewood Ave,Nelson,BC,V1L 4E1,250-354-4302,,,0,
75,Glover Contracting Ltd,Glover Contract,GLOVERCONTRACT,BC,GLOVER CONTRACTING LTD.,BC-0120402,1973-07-23 0:00,Active,1.0000,,,,,,,,,,SAFE,BASE,>20 employees,,,,,,,,1122 Glendale Ave,Salmo,BC,V0G 1Z0,250-357-2505,,,0,
76,A Dupuis Logging Ltd,A Dupuis Loggin,ADUPUISLOGGIN,BC,A. DUPUIS LOGGING LTD.,BC-0113380,1972-11-10 0:00,Inactive,1.0000,,,,,,,,,,,,,,,,,,,,418 Victoria St,Kamloops,BC,V2C 2A7,250-372-3377,,,0,
77,Bewza Interior Contracting Ltd,Bewza Interior ,BEWZAINTERIOR,BC,BEWZA INTERIOR CONTRACTING LTD.,BC-0756106,2006-04-28 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,,,,,,,,5685 Back Rd,Westwold,BC,V0E 3B1,250-375-2219,,,https://www.google.com/maps/place/Bewza+Interior+Contracting+Ltd/data=!4m5!3m4!1s0x537e2c8b737d4093:0xf30b35304706c370!8m2!3d50.672092!4d-120.3742812?authuser=0&hl=en&rclk=1,
78,Nadina Logging Ltd,Nadina Logging ,NADINALOGGING,BC,NADINA LOGGING LTD.,BC-0037005,1956-07-31 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,BASE,>20 employees,,,,,,,,1410 May,Merritt,BC,V0K 1Y0,250-378-5959,,,https://www.google.com/maps/place/Nadina+Logging+Ltd/data=!4m5!3m4!1s0x548190edfa4ac267:0x88dea66e325107!8m2!3d50.1077196!4d-120.7810016?authuser=0&hl=en&rclk=1,
79,Ford Foresters,Ford Foresters,FORDFORESTERS,BC,FORD FORESTERS,BC-FM0222634,1997-06-25 0:00,Active,1.0000,06/25/97,,,,,,,,,,,,,,,,,,,327 Maitland St,Victoria,BC,V9A 7G7,250-380-0707,,,0,
80,San Jose Logging Ltd,San Jose Loggin,SANJOSELOGGIN,BC,SAN JOSE LOGGING LTD.,BC-0038779,1957-04-24 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,BASE,>20 employees,,,,,,,,785 Pinchbeck St,Williams Lake,BC,V2G 1E8,250-392-3396,,,https://www.google.com/maps/place/San+Jose+Logging+Ltd/data=!4m5!3m4!1s0x5380a30aa8a449c3:0xb54b67cff85c5c2b!8m2!3d52.1230807!4d-122.1343209?authuser=0&hl=en&rclk=1,
81,Westline Harvesting Ltd,Westline Harves,WESTLINEHARVES,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,4605 McRae St,Williams Lake,BC,V2G 5E9,250-392-4822,,,0,
82,Eldorado Log Hauling Ltd,Eldorado Log Ha,ELDORADOLOGHA,BC,ELDORADO LOG HAULING LTD.,BC-0629567,2001-06-18 0:00,Active,1.0000,,,,,,,,,,,,,,,,,,,,605 Marwick Dr,Williams Lake,BC,V2G 5E8,250-392-4966,,,0,
83,River West Forest Products Ltd,River West Fore,RIVERWESTFORE,BC,RIVER WEST FOREST PRODUCTS LTD.,BC-0859437,2009-08-20 0:00,Active,1.0000,,,,,,,,,,,,,,,,,,,,5531 Chilcotin-Bella Coola Hwy,Alexis Creek,BC,V0L 1A0,250-394-4924,,,0,
84,Dowling C Monette Logging Ltd,Dowling C Monet,DOWLINGCMONET,BC,DOWLING C. MONETTE LOGGING LTD.,BC-0998074,2014-03-31 0:00,Active,1.0000,,,,,,,,,,,,,,,,,,,,234 Moore Ave,100 Mile House,BC,V0K 2E0,250-395-4120,,,0,
85,McNeil & Sons Logging Ltd,McNeil & Sons L,MCNEILSONSL,BC,MCNEIL AND SONS LOGGING LIMITED,BC-0131794,1974-10-02 0:00,Active,0.8684,,,,,,,,Maps,,,,,,,,,,,,220 McDermid,100 Mile House,BC,V0K 2E0,250-395-4604,,,https://www.google.com/maps/place/McNeil+%26+Sons+Logging+Ltd/data=!4m5!3m4!1s0x53806ea5b768137b:0xbc0eb1c100e37bd3!8m2!3d51.65135!4d-121.307645?authuser=0&hl=en&rclk=1,
86,Savidan Ray Enterprises Ltd,Savidan Ray Ent,SAVIDANRAYENT,BC,RAY SAVIDAN ENTERPRISES LTD.,BC-0221534,1980-12-02 0:00,Active,1.0000,,,,,,,,,,,,,,,,,,,,,Likely,BC,V0L 1N0,250-398-1064,,,0,
87,Joe Augustine Contracting Ltd,Joe Augustine C,JOEAUGUSTINEC,BC,JOE AUGUSTINE CONTRACTING LTD.,BC-0566684,1998-06-16 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,,,,,,,,985 MacKenzie Ave N,Williams Lake,BC,V2G 1N9,250-398-2828,,,0,
88,Mardis Forest Products Ltd,Mardis Forest P,MARDISFORESTP,BC,MARDIS FOREST PRODUCTS LTD.,BC-0504078,1995-09-13 0:00,Active,1.0000,,,,,,,,,,,,,,,,,,,,5295 Hwy 93 & 95 RR 1,Skookumchuck,BC,V0B 2E0,250-422-9229,,,0,
89,Morrissey Aggregates Ltd,Morrissey Aggre,MORRISSEYAGGRE,BC,MORRISSEY AGGREGATES (2011) LTD.,BC-0908685,2011-04-20 0:00,Active,0.9333,,,,,,,,,,,,,,,,,,,,525 Mennie Rd,Cranbrook,BC,V1C 4H6,250-423-0170,,,0,
90,Rojo Contracting Ltd,Rojo Contractin,ROJOCONTRACTIN,BC,ROJO CONTRACTING LTD.,BC-0277863,1984-05-10 0:00,Active,1.0000,,,,,,,,Maps,,,,,,,,,,,,1427 Wenger,Creston,BC,V0B 1G0,250-428-5551,,,https://www.google.com/maps/place/Rojo+Contracting+Ltd/data=!4m5!3m4!1s0x53649d95aa2e932d:0xcedb063dd7ef0b68!8m2!3d49.145604!4d-116.4585961?authuser=0&hl=en&rclk=1,
91,Loss Creek Logging Ltd,Loss Creek Logg,LOSSCREEKLOGG,BC,LOSS CREEK LOGGING LTD.,BC-C0242687,1981-09-22 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,,,,,,,,2240 Hester,Creston,BC,V0B 1G0,250-428-5964,,,https://www.google.com/maps/place/Loss+Creek+Logging+Ltd/data=!4m5!3m4!1s0x536362e1fb658721:0xeb7952a6965484c!8m2!3d49.128463!4d-116.521794?authuser=0&hl=en&rclk=1,
92,Bren Kar Logging Ltd,Bren Kar Loggin,BRENKARLOGGIN,BC,BREN KAR LOGGING LIMITED,BC-0426749,1992-06-03 0:00,Active,0.9144,,,,,,,,,,SAFE,BASE,>20 employees,,,,,,,,PO Box 130,Jaffray,BC,V0B 1T0,250-429-4101,,,0,
93,P & D Logging & Construction,P & D Logging &,PDLOGGING,BC,P & D LOGGING LTD.,BC-0628573,2001-05-31 0:00,Active,0.8945,,,,,,,,,,,,,,,,,,,,8484 Granby Rd,Grand Forks,BC,V0H 1H1,250-442-3736,https://p-d-logging-ltd.business.site,,0,
94,Lime Creek Logging Ltd,Lime Creek Logg,LIMECREEKLOGG,BC,LIME CREEK LOGGING LTD.,BC-1003714,2014-06-01 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,BASE,>20 employees,,,,,,,,425 Hwy,Grand Forks,BC,V0H 1H0,250-442-3906,,,https://www.google.com/maps/place/Lime+Creek+Logging+Ltd/data=!4m5!3m4!1s0x5362adc98a85ffa9:0xb31f4687642b5f99!8m2!3d49.0224392!4d-118.4021015?authuser=0&hl=en&rclk=1,
95,Cliff Fillmore Contracting Ltd,Cliff Fillmore ,CLIFFFILLMORE,BC,CLIFF FILLMORE CONTRACTING LTD.,BC-0333013,1987-09-10 0:00,Active,1.0000,,,,,,,,Maps,,,,,,,,,,,,3710 Christian Vly,Westbridge,BC,V0H 2B0,250-446-2257,,,https://www.google.com/maps/place/Cliff+Fillmore+Contracting+Ltd/data=!4m5!3m4!1s0x5482a0a856c8b57b:0xb1079112ecf83ec3!8m2!3d49.2430629!4d-118.91551?authuser=0&hl=en&rclk=1,
96,Hedlund R D Logging Ltd,Hedlund R D Log,HEDLUNDRDLOG,BC,R.D. HEDLUND LOGGING LTD.,BC-0454934,1993-09-22 0:00,Active,1.0000,,,,,,,,,,,,,,,,,,,,PO Box 188,Midway,BC,V0H 1M0,250-449-2322,,,0,
97,Antler Creek Logging Ltd,Antler Creek Lo,ANTLERCREEKLO,BC,ANTLER CREEK LOGGING LTD.,BC-0151567,1976-08-06 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,Top logger,2011,,Port McNeill/Northwest Bay,John Mergatroyd and John Prachnau,Falling and processing softwood,Annual volume: 1.4 million cubic metres,1420 Island Hwy E,Nanoose Bay,BC,V9P 9A3,250-468-0195,,,https://www.google.com/maps/place/Antler+Creek+Logging+Ltd/data=!4m5!3m4!1s0x54889a1773c8ed7f:0xdb5f0478e128623d!8m2!3d54.3264307!4d-126.5540271?authuser=0&hl=en&rclk=1,
98,Tomahawk Falling,Tomahawk Fallin,TOMAHAWKFALLIN,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,BC,,250-474-4006,,,0,
99,Mallard Logging,Mallard Logging,MALLARDLOGGING,BC,MALLARD LOGGING LTD.,BC-0684325,2004-01-01 0:00,Active,0.9818,,,,,,,,,,,,,,,,,,,,687 Wardner-Ft Stle,Fort Steele,BC,V0B 1N0,250-489-5688,,,0,
100,Spruce Valley Contracting Ltd,Spruce Valley C,SPRUCEVALLEYC,BC,SPRUCE VALLEY CONTRACTING LTD.,BC-0231176,1981-04-01 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,,,,,,,,164 Commercial Pl,Penticton,BC,V2A 3H7,250-492-5835,,,https://www.google.com/maps/place/Spruce+Valley+Contracting+Ltd/data=!4m5!3m4!1s0x548289cbd70b6a8b:0xb41ff92bf1996c10!8m2!3d49.4801562!4d-119.5625008?authuser=0&hl=en&rclk=1,
101,Brycemar Enterprises Ltd,Brycemar Enterp,BRYCEMARENTERP,BC,BRYCEMAR ENTERPRISES LTD.,BC-1178006,2018-09-01 0:00,Active,1.0000,,,,,,,,,,,,,,,,,,,,2251 Carmi Rd,Penticton,BC,V2A 8V5,250-493-3864,,,0,
102,Pat Lawrence Contracting Ltd,Pat Lawrence Co,PATLAWRENCECO,BC,PAT LAWRENCE CONTRACTING LTD.,BC-0396594,1990-11-19 0:00,Active,1.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,4536 3 Hwy,Keremeos,BC,V0X 1N0,250-499-2687,,,0,
103,Gudeit Forest Products Ltd,Gudeit Forest P,GUDEITFORESTP,BC,GUDEIT FOREST PRODUCTS LTD.,BC-0968817,2013-05-01 0:00,Active,1.0000,,,,,,,,,,,,,,,,,,,,6216 Pleasant Valley Rd,Vernon,BC,V1B 3R3,250-542-2325,,,0,
104,Timber Management Ltd,Timber Manageme,TIMBERMANAGEME,BC,INLAND TIMBER MANAGEMENT LTD.,BC-0277082,1984-04-18 0:00,Active,0.9199,,,,,,,,,,,,,,,,,,,,6216 Pleasant Valley Rd,Vernon,BC,V1B 3R3,250-542-2325,,,0,http://www.ctlcontractors.com/
105,H & C Logging Ltd,H & C Logging L,HCLOGGINGL,BC,H & C LOGGING LTD.,BC-0081645,1968-09-06 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,,,,,,,,1199 Mountain View Rd,Armstrong,BC,V0E 1B8,250-546-1108,,,https://www.google.com/maps/place/H+%26+C+Logging+Ltd/data=!4m5!3m4!1s0x537e7d5abb2388cf:0xc52ac6ab7d41539d!8m2!3d50.4640195!4d-119.1269066?authuser=0&hl=en&rclk=1,
106,3H Contracting Ltd,3H Contracting ,3HCONTRACTING,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,412 Sugar Lake Rd,Cherryville,BC,V0E 2G2,250-547-6646,,,0,
107,Kineshanko Logging Ltd,Kineshanko Logg,KINESHANKOLOGG,BC,KINESHANKO LOGGING LTD.,BC-0114345,1972-12-20 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,,,,,,,,2070 Catt Ave,Lumby,BC,V0E 2G0,250-547-9045,,,https://www.google.com/maps/place/Kineshanko+Logging+Ltd/data=!4m5!3m4!1s0x537dd3d25ad884a5:0x8fac8f2309e07ae5!8m2!3d50.2481818!4d-118.9698202?authuser=0&hl=en&rclk=1,
108,Gudeit Bros Contracting,Gudeit Bros Con,GUDEITBROSCON,BC,GUDEIT BROS. CONTRACTING LTD.,BC-1203186,2019-04-01 0:00,Active,0.9867,,,,,,,,Maps,,,,,,,,,,,,1837 Shuswap Ave,Lumby,BC,V0E 2G0,250-547-9899,,,https://www.google.com/maps/place/Gudeit+Bros+Contracting/data=!4m5!3m4!1s0x537dd22d22a3d2e5:0x23ab59e83941d49c!8m2!3d50.2442483!4d-118.9659826?authuser=0&hl=en&rclk=1,
109,O'Brien & Fuerst Logging Ltd,O'Brien & Fuers,OBRIENFUERS,BC,O'BRIEN & FUERST LOGGING LTD.,BC-0116616,1973-03-12 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,,,,,,,,180 Highway 16 W,Port Clements,BC,V0T 1Y0,250-557-4467,http://obrienlogging.com/,,https://www.google.com/maps/place/O'Brien+%26+Fuerst+Logging+Ltd/data=!4m5!3m4!1s0x5412d227e0af35b7:0x7d09b3ddbd0e1758!8m2!3d53.6901977!4d-132.1578169?authuser=0&hl=en&rclk=1,https://www.marlologging.ca/
110,Quietwood Logging Ltd,Quietwood Loggi,QUIETWOODLOGGI,BC,QUIETWOOD LOGGING LTD.,BC-0177044,1978-06-23 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,ISEBASE,2-5 employed,,,,,,,,16680 Upper Mud River Rd,Prince George,BC,V2N 6K6,250-560-5333,,,https://www.google.com/maps/place/Quietwood+Logging+Ltd/data=!4m5!3m4!1s0x5388838fc0466b1f:0x3be3460b340eca3d!8m2!3d53.7742182!4d-122.9977038?authuser=0&hl=en&rclk=1,
111,Coyote Transport Ltd,Coyote Transpor,COYOTETRANSPOR,BC,COYOTE TRANSPORT LTD.,BC-0795252,2007-07-01 0:00,Active,1.0000,,,,,,,,,,,,,Top logger,"260,000 cubic metres",,0,"Dave and Mariam Bellamy, Eugene, Glenn and Kerry Bellamy, Gwen Bellamy","Softwood, tree length",0,2044 Quinn St S,Prince George,BC,V2N 1X5,250-561-1616,https://coyote.com/,,0,
112,Kenda Enterprises Ltd,Kenda Enterpris,KENDAENTERPRIS,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,283 Tabor Blvd N,Prince George,BC,V2M 5Z3,250-562-0407,,,0,
113,Shallow Bay Contracting Inc,Shallow Bay Con,SHALLOWBAYCON,BC,SHALLOW BAY CONTRACTING INC.,BC-0355223,1988-11-24 0:00,Active,1.0000,,,,,,,,Maps,,,,,,,,,,,,106-448 Tabor Blvd S,Prince George,BC,V2M 7A4,250-562-2540,,,https://www.google.com/maps/place/Shallow+Bay+Contracting+Inc/data=!4m5!3m4!1s0x538899a52eed7497:0x60843ffb44f3c983!8m2!3d53.9217499!4d-122.8069207?authuser=0&hl=en&rclk=1,
114,Roga Contracting Ltd,Roga Contractin,ROGACONTRACTIN,BC,ROGA CONTRACTING LTD.,BC-0792896,2007-06-01 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,BASE,>20 employees,Top logger,"555,000 cubic metres",,"Monte Lake, Prince George",Patrick Young,Softwood/Tree length,0,1896 3rd Ave,Prince George,BC,V2M 1G4,250-562-2977,,,https://www.google.com/maps/place/Roga+Contracting+Ltd/data=!4m5!3m4!1s0x538898fc846ca10d:0x759b6828f751c24f!8m2!3d53.919934!4d-122.7556829?authuser=0&hl=en&rclk=1,
115,Cougar Crane Loading Ltd,Cougar Crane Lo,COUGARCRANELO,BC,COUGAR CRANE LOADING LTD.,BC-0981385,2013-10-01 0:00,Active,1.0000,,,,,,,,,,,,,,,,,,,,1401 River Rd,Prince George,BC,V2L 5S8,250-564-0003,,,0,
116,Double D Logging Ltd,Double D Loggin,DOUBLEDLOGGIN,BC,DOUBLE D LOGGING LTD.,BC-BC91076590,2021-04-28 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,,,,,,,,1381 Santa Fe Rd,Prince George,BC,V2N 5T5,250-564-0993,,,https://www.google.com/maps/place/Double+D+Logging+Ltd/data=!4m5!3m4!1s0x53889e80327af853:0x2ac8867fe7b5c950!8m2!3d53.8382451!4d-122.7445189?authuser=0&hl=en&rclk=1,
117,Mackay Logging Ltd,Mackay Logging ,MACKAYLOGGING,BC,MACKAY LOGGING LTD.,BC-0714869,2005-01-27 0:00,Active,1.0000,,,,,,,,Maps,,,,,,,,,,,,8191 Toombs Dr,Prince George,BC,V2K 5A3,250-564-9606,,,https://www.google.com/maps/place/Mackay+Logging+Ltd/data=!4m5!3m4!1s0x53889712ff855b0f:0x93e89d4ed15410a0!8m2!3d53.972099!4d-122.8663361?authuser=0&hl=en&rclk=1,
118,Baggett C Logging Ltd,Baggett C Loggi,BAGGETTCLOGGI,BC,C. BAGGETT LOGGING LTD.,BC-1000096,2014-05-01 0:00,Active,1.0000,,,,,,,,,,,,,,,,,,,,TRLR 845 Cedarside,Valemount,BC,V0E 2Z0,250-566-4873,,,0,
119,Chris Zacharias Contracting,Chris Zacharias,CHRISZACHARIAS,BC,ZACHARIAS CONTRACTING LTD.,BC-0892246,2010-10-06 0:00,Active,0.8627,,,,,,,,,,,,,,,,,,,,PO Box 1614,Vanderhoof,BC,V0J 3A0,250-567-0600,,,0,
120,Corsa Contracting Ltd,Corsa Contracti,CORSACONTRACTI,BC,CORSA CONTRACTING LTD.,BC-0565633,1998-05-31 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,,,,,,,,183 1st St W,Vanderhoof,BC,V0J 3A0,250-567-5013,,,https://www.google.com/maps/place/Corsa+Contracting+Ltd/data=!4m5!3m4!1s0x53884f0ff0567189:0xe90c5f2901acb6f6!8m2!3d54.0141615!4d-124.0108191?authuser=0&hl=en&rclk=1,
121,D N T Contracting Ltd,D N T Contracti,DNTCONTRACTI,BC,D.N.T. CONTRACTING LTD.,BC-0234066,1981-05-07 0:00,Inactive,1.0000,,,,,,,,Maps,,,,,,,,,,,,3401 Voth Rd RR 2,Vanderhoof,BC,V0J 3A2,250-567-5167,,,https://www.google.com/maps/place/D+N+T+Contracting+Ltd/data=!4m5!3m4!1s0x53884eef61d4258f:0x6b8a5349804633bd!8m2!3d54.029305!4d-124.041981?authuser=0&hl=en&rclk=1,
122,Barlow Lake Logging Ltd,Barlow Lake Log,BARLOWLAKELOG,BC,BARLOW LAKE LOGGING LTD.,BC-0707599,2004-11-01 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,BASE,>20 employees,,,,,,,,13095 Giesbrecht Frtg Rd,Vanderhoof,BC,V0J 3A2,250-567-6710,,,https://www.google.com/maps/place/Barlow+Lake+Logging+Ltd/data=!4m5!3m4!1s0x53884f0f8b0c8407:0xf4aca7030093175!8m2!3d54.027008!4d-124.2096301?authuser=0&hl=en&rclk=1,http://www.canadianoverseas.ca/
123,Sayles Contracting,Sayles Contract,SAYLESCONTRACT,BC,C.A SALES & SON CONTRACTING LTD.,BC-1245358,2020-03-24 0:00,Active,0.8326,,,,,,,,,,,,,,,,,,,,Jones Rd,Vanderhoof,BC,V0J 3A0,250-567-9488,,,0,http://www.iwafibp.ca/
124,Dalchako Timber Ltd,Dalchako Timber,DALCHAKOTIMBER,BC,DALCHAKO TIMBER LTD.,BC-0648770,2002-06-01 0:00,Active,1.0000,,,,,,,,,,SAFE,BASE,>20 employees,,,,,,,,153D Stewart St E,Vanderhoof,BC,V0J 3A0,250-567-9589,,,0,http://whieldonandsonlogging.ca/
125,Lebeau Bros Logging,Lebeau Bros Log,LEBEAUBROSLOG,BC,LEBEAU BROS LOGGING LTD.,BC-0926479,2011-11-30 0:00,Active,0.9875,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,1811 Shuswap Rd,Kamloops,BC,V2H 1S9,250-573-2900,,,0,http://www.canadianoverseas.ca/ne.html
126,Alkam Holdings Ltd,Alkam Holdings ,ALKAMHOLDINGS,BC,ALKAM HOLDINGS LTD.,BC-1108918,2017-03-01 0:00,Active,1.0000,,,,,,,,,,,,,,,,,,,,9225 Dallas Dr,Kamloops,BC,V2C 6V1,250-573-4361,,,0,
127,Syfchuck Contracting Ltd,Syfchuck Contra,SYFCHUCKCONTRA,BC,SYFCHUCK CONTRACTING LTD.,BC-0196585,1979-09-07 0:00,Active,1.0000,,,,,,,,,,,,,,,,,,,,512 Marriott Rd,Kamloops,BC,V2H 0B7,250-578-0182,,,0,
128,R Devick & Sons Cattle Company,R Devick & Sons,RDEVICKSONS,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,BC,,250-578-8441,,,0,
129,Timber Hawk Homebuilders Ltd,Timber Hawk Hom,TIMBERHAWKHOM,BC,TIMBER HAWK HOMEBUILDERS LTD.,BC-0828256,2008-06-20 0:00,Active,1.0000,,,,,,,,,,,,,,,,,,,,E-4480 Happy Valley Rd,Victoria,BC,V9C 3Z3,250-590-2377,https://www.hugedomains.com/domain_profile.cfm?d=timberhawkhomebuilders&e=com,,0,
130,Hartwood Holdings Ltd,Hartwood Holdin,HARTWOODHOLDIN,BC,HARTWOOD HOLDINGS LTD.,BC-0666972,2003-04-01 0:00,Active,1.0000,,,,,,,,,,,,,,,,,,,,,,BC,,250-596-2500,,,0,
131,Malloch Logging Ltd,Malloch Logging,MALLOCHLOGGING,BC,MALLOCH LOGGING LIMITED,BC-0586550,1999-06-03 0:00,Active,0.8606,,,,,,,,Maps,,,,,,,,,,,,201-3695 Drinkwater Rd,Duncan,BC,V9L 6K9,250-597-1947,,,https://www.google.com/maps/place/Malloch+Logging+Ltd/data=!4m5!3m4!1s0x548f4ed61613ec7b:0x28108462060ea3bc!8m2!3d48.8031256!4d-123.7590014?authuser=0&hl=en&rclk=1,
132,Northview Timber Ltd,Northview Timbe,NORTHVIEWTIMBE,BC,NORTH VIEW TIMBER LTD.,BC-0588040,1999-06-30 0:00,Active,0.9804,,,,,,,,,,,,,,,,,,,,6468 Norcross Rd,Duncan,BC,V9L 6C5,250-597-4777,,,0,
133,Aardwolf Contracting Ltd,Aardwolf Contra,AARDWOLFCONTRA,BC,AARDWOLF CONTRACTING LTD.,BC-0976999,2013-08-02 0:00,Active,1.0000,,,,,,,,,,,,,,,,,,,,7007 Landooz Rd,Prince George,BC,V2K 5S1,250-613-3413,,,0,
134,Klassen John Contracting,Klassen John Co,KLASSENJOHNCO,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,BC,,250-630-2131,,,0,
135,Wenstob Timber Resources Ltd,Wenstob Timber ,WENSTOBTIMBER,BC,WENSTOB TIMBER RESOURCES LTD.,BC-0495483,1995-04-28 0:00,Active,1.0000,,,,,,,,Maps,,,,,,,,,,,,2050 Idlemore Rd Trlr,Sooke,BC,V9Z 0A9,250-642-1313,https://web.facebook.com/WTRXemex?_rdc=1&_rdr,,0,
136,Kaatza Logging Ltd,Kaatza Logging ,KAATZALOGGING,BC,KAATZA LOGGING LTD.,BC-0853514,2009-06-03 0:00,Active,1.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,Top logger,"138,000 cubic metres",Cut-to-length,Southern Vancouver Island,Shawn Nicholson,"Harvesting both softwood and hardwood, cut-to-length",0,11906 W Coast Rd,Port Renfrew,BC,V0S 1K0,250-646-2720,,,0,
137,Mac Bros Logging,Mac Bros Loggin,MACBROSLOGGIN,BC,MACK BROS. LOGGING CO. LTD.,BC-0091074,1969-12-23 0:00,Active,0.8684,,,,,,,,,,,,,,,,,,,,1320 2nd Ave,Prince George,BC,V2L 3B5,250-649-0098,,,0,http://www.canadianoverseas.ca/coll.html
138,V I H Logging Ltd,V I H Logging L,VIHLOGGINGL,BC,VIH LOGGING (2006) LTD.,BC-0652717,2002-08-09 0:00,Active,0.8998,,,,,,,,,,,,,,,,,,,,1962 Canso Dr,Sidney,BC,V8L 5V5,250-656-1220,,,0,
139,Plicata Contracting Ltd,Plicata Contrac,PLICATACONTRAC,BC,PLICATA CONTRACTING LTD.,BC-0781250,2007-01-30 0:00,Active,1.0000,,,,,,,,,,,,,,,,,,,,5125 de Pape Rd RR 1,Hornby Island,BC,V0R 1Z0,250-661-9144,,,0,
140,Stamer Logging,Stamer Logging,STAMERLOGGING,BC,STAMER LOGGING LTD.,BC-0170838,1978-02-03 0:00,Active,0.9800,,,,,,,,Maps,,,,,,,,,,,,S Yellowhead,Barri�re,BC,V0E 1E0,250-672-9555,,,https://www.google.com/maps/place/Stamer+Logging/data=!4m5!3m4!1s0x539efa0ca21b3639:0xc8d45cfdf2e8971a!8m2!3d51.1643401!4d-120.1235985?authuser=0&hl=en&rclk=1,
141,M W Sharke Contracting Ltd,M W Sharke Cont,MWSHARKECONT,BC,M.W. SHARKE CONTRACTING LTD.,BC-0163483,1977-07-06 0:00,Active,1.0000,,,,,,,,Maps,,,,,,,,,,,,111 Camp Two,Clearwater,BC,V0E 1N0,250-674-2148,,,https://www.google.com/maps/place/M+W+Sharke+Contracting+Ltd/data=!4m5!3m4!1s0x5381da4971fe9131:0x321b679320f049c!8m2!3d51.6534509!4d-120.0757577?authuser=0&hl=en&rclk=1,
142,Mattey Bros Ltd,Mattey Bros Ltd,MATTEYBROSLTD,BC,MATTEY BROS. (1980) LTD.,BC-0208415,1980-04-21 0:00,Active,0.9300,,,,,,,,,,,,,,,,,,,,7339 Trans-Canada Hwy,Chase,BC,V0E 1M0,250-679-3213,,,0,
